model,level,accuracy,balanced_accuracy,precision_weighted,recall_weighted,f1_weighted,f1_macro,fit_time,prediction_time
logistic_regression,simple_traditional,0.9833333333333333,0.9916666666666667,0.985,0.9833333333333333,0.983666444592494,0.9782367310681767,0.020053386688232422,0.0009989738464355469
gradient_boosting,strong_traditional,0.9833333333333333,0.9916666666666667,0.985,0.9833333333333333,0.983666444592494,0.9782367310681767,4.640360116958618,0.00099945068359375
soft_voting_ensemble,joint_advanced,0.9833333333333333,0.9916666666666667,0.985,0.9833333333333333,0.983666444592494,0.9782367310681767,8.319304704666138,0.06337499618530273
decision_tree,simple_traditional,0.9666666666666667,0.9546296296296296,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9546296296296296,0.007606983184814453,0.0
stacking_ensemble,joint_advanced,0.9666666666666667,0.9546296296296296,0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9546296296296296,6.945112705230713,0.0951240062713623
random_forest,strong_traditional,0.9666666666666667,0.9259259259259259,0.9682539682539683,0.9666666666666667,0.964989837398374,0.9502032520325203,0.6527466773986816,0.05597043037414551
