model,level,accuracy,balanced_accuracy,cohen_kappa,precision_weighted,recall_weighted,f1_weighted,f1_macro,fit_time,prediction_time
xgboost,boosting_baseline,0.9700631694589399,0.9560129136400323,0.9448658666105418,0.9714031110256867,0.9700631694589399,0.9693486070626445,0.9678089714190804,0.0945885181427002,0.01419377326965332
