model,level,accuracy,balanced_accuracy,cohen_kappa,precision_weighted,recall_weighted,f1_weighted,f1_macro,fit_time,prediction_time
ab_emstgat,proposed_adaptive_branch,0.8666666666666667,0.7037037037037037,0.6960101329955668,0.8854314420803782,0.8666666666666667,0.8183891387639514,0.6920206563384973,18.646119117736816,2.0896401405334473
di_emstgat,proposed_direct_input,0.15,0.3333333333333333,0.0,0.0225,0.15,0.03913043478260869,0.08695652173913043,23.1336727142334,1.9111957550048828
