tsec,U_totV,iA,PW,m_Air,m_H2,RH_Air,RH_H2,P_Air_supply,P_H2_supply,P_Air_inlet,P_H2_inlet,T_1,T_2,T_3,T_4,T_Air_inlet,T_H2_inlet,T_Stack_inlet,T_Heater,m_Air_write,m_H2_write,Heater_power,i_write,State,State_Label
4342.6959999999999,0.64707073772904145,15.036999999999711,9.7300026832314099,6.1606270983964588,1.298,83.109995565543869,89.164517672106754,0.88184826392506444,0.9753255527320196,1.07030868064997,1.0129646789376645,13.793256973712264,10,34.416977533756643,13.744520210379427,30.368738137494791,17.999446007907984,43.514499545381881,65.078322627247374,0.52300000000000002,0.54600000000000004,0,15,0,Normal
2330.0839999999998,0.57496280776460429,15.036999999999711,8.645715740356188,6.180361457994282,1.298,93.116843675268342,99.768767712486195,0.89761893945218141,0.97890027779701205,1.084622105343076,1.0062010424162908,14.104913701030585,10,22.893437977511617,14.046188011036197,30.534919627497899,18.48638694048925,25.183760283436051,60.957667456721126,0.52300000000000002,0.54600000000000004,0,15,2,Membrane_Drying
6732.7389999999996,0.66499999999998716,15.036999999999711,9.9996049999996153,6.1927226478607418,1.298,58.065285074847552,90.686514173484625,0.89553724542797064,0.98105318814367304,1.0878986718295169,1.0162267338831636,13.796661843722038,10,32.583958017561052,13.760347725379852,30.779774666960041,19.226160123747089,37.564726094794935,64.736694926603718,0.52300000000000002,0.54600000000000004,0,15,0,Normal
1182.3789999999999,0.47791601168768483,28.564986930620758,13.651664627793116,6.1558556765982999,1.298,98.145345065715674,100,0.88660192786327996,0.93640870579204738,1.07347841984366,0.9754496564658458,14.316347401351544,10,35.892864219311718,14.239519341930734,30.83856790075172,17.773894685715014,45.482039143806254,65.010172581981124,0.52300000000000002,0.54600000000000004,0,32,1,Flooding
9073.6479999999992,0.82405227751476362,1.050250832408415,0.86546159040793069,6.1958860092352648,1.298,62.609425544848619,89.554503858802519,0.9103044042634072,1.0185,1.1033231437807764,1.0510000000000002,13.960536321452681,10,28.698309157872757,13.940476942838815,30.27304436659977,18.232502998910157,37.130808781727126,63.845055022420027,0.52300000000000002,0.54600000000000004,0,1,0,Normal
1534.1569999999999,0.45615726290515329,28.536999999999448,13.017359811524107,6.1384192451288033,1.298,100,99.301242216459244,0.87507681958864403,0.93425499826587144,1.0666929971358483,0.97424861404955476,14.294923889251418,10,35.802269626269215,14.23253478430507,30.775212432203755,18.45925276397152,45.057691059781178,64.400355594790227,0.52300000000000002,0.54600000000000004,0,35,1,Flooding
9529.9240000000009,0.43102072527123231,0.1119999999999978,0.048274321230377067,6.1346202908118093,1.298,64.205942714471234,94.858108456982919,0.89447052710923636,0.91849999999999998,1.0826005506817531,0.97900827948949376,14.757696163934543,10,27.702987036420492,14.88336771184246,30.042037247302503,20.488000000000003,35.150352514371122,59.852952183370981,0.52300000000000002,0.54600000000000004,0,0,2,Membrane_Drying
997.49400000000003,0.4267355092980506,28.536999999999448,12.177751228838234,6.1581203362283468,1.298,100,100,0.87558369456790897,0.92850031944769162,1.0648889469376135,0.96700053532249841,14.226815194630747,10,35.64373848631385,14.132791659160697,30.866954769938442,17.863300078178387,45.236400844097183,65.356339229210604,0.52300000000000002,0.54600000000000004,0,34,1,Flooding
1242.8720000000001,0.70183924890709659,11.75112817957349,8.2474029753628759,6.1583177499713493,1.298,100,100,0.8814356711868262,0.98638503657519205,1.0766758039084707,1.0222159645096829,14.167178809458798,10,35.927148017175462,14.079287676098843,30.801025642239239,17.78032784775959,45.420262092149493,65.17155457983263,0.52300000000000002,0.54600000000000004,0,12,0,Normal
8837.9230000000007,0.57255147341954549,15.036999999999711,8.6094565058095398,6.1967625725246656,1.298,62.399232984062181,90.613080924480684,0.91440976971126564,0.97252153692131937,1.1062018159264309,1.0070642284347471,13.87345766734318,10,19.69441358066728,13.869974268679623,30.311372544234477,18.444214716844822,26.140907241021807,65.053559674356052,0.52300000000000002,0.54600000000000004,0,15,2,Membrane_Drying
